ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NDGZT3407,Peerla Panja Sunni,Bandi Atmakur,Ayyavari Kodur,13.82,,13.82,0,50000,50000,8805/177/24-09-2025,711/10-10-2025,,35000,35000,0,15000,15000,
NDGZT3334,Mosque Sunni,Panyam,Thogarchedu,70.28,0,70.28,0,0,0,,,,,0,0,0,0,
NDGZT3338,Idgah sunni,Panyam,Panyam,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3339,Chavidi Sunni,Panyam,Panyam,12.56,0,12.56,0,0,0,,,,,0,0,0,0,
NDGZT3342,Jamalvali Dargha Sunni,Panyam,Balapanur,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3343,Jhanda Sunni,Panyam,Nerwada,23.46,0,23.46,0,0,0,,,,,0,0,0,0,
NDGZT3371,Mosque Sunni,Panyam,Panyam,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3372,Imam Khasim Imam Hussain Peerla Panja,Panyam,Panyam,16.13,0,16.13,0,0,0,,,,,0,0,0,0,
NDGZT3292,Mosque Sunni,Gadivemula,Koratamaddi,18.23,0,18.23,0,0,0,,,,,0,0,0,0,
NDGZT3314,Idgah sunni,Gadivemula,Gadivemula ,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3396,Ashurkhana Sunni,Gadivemula,Chindukuru,10.8,0,10.8,0,6500,6500,,,,,0,0,6500,6500,
NDGZT3379,Khazi Service Nandyal,Mahanandi,Gopavaram,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3504,Sunni Mosque,Gospadu,Jillella,62.72,0,62.72,0,31500,31500,,,,,0,0,31500,31500,
NDGZT3496,Sunni Mosque,Allagadda,Pedda Chintakunt,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT3347,Mosque Sunni,Chagalamarri,Maddur,0,0,0,0,0,0,,,,,0,0,0,0,
