ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
GNGZT0863,Mosque,Ganikapudi,Ganikapudi,93.09,0,93.09,0,0,0,,,,,0,0,0,0,
GNGZT0864,Ashoorkhana,Ganikapudi,Ganikapudi,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0865,Mosque,Ganikapudi,Ganikapudi,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0868,Mosque,Vengalayapalem H/o Ankireddy Palem,Vengalayapalem H/o Ankireddy Palem,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0869,Ashoorkhana,Kaza,Kaza,12.35,0,12.35,0,0,0,,,,,0,0,0,0,No Income
GNGZT0871,Ashoorkhana,Nallapadu,Nallapadu,3,0,3,0,0,0,,,,,0,0,0,0,
GNGZT0875,Mosque ( Bara Imam  Mohala),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0876,Ashoorkhana (Shahbaz Hussain),Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0877,Kazi Service ( inavolu),Guntur,Guntur,131.29,0,131.29,0,0,0,,,,,0,0,0,0,
GNWBU0003,Ashoorkhana,inavolu,inavolu,21.25,0,21.25,0,0,0,,,,,0,0,0,0,
GNNGP0001,Dargah Hazarath Kale Mastan Shavali,Guntur,Guntur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1090,Ashoorkhana,Kolakalur,Kolakalur,11.97,0,11.97,0,0,0,,,,,0,0,0,0,
GNGZT1091,Mosque,Telaprolu,Telaprolu,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1092,Mosque,Kolakalur,Kolakalur,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1083,Idgah,Tenali,Tenali,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1085,Morrispet Mosque,Tenali,Tenali,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1086,Mosque,Tenali,Tenali,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1088,Mosque,Pidaparru,Pidaparru,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1094,Mosque,Murukotapuram,Murukotapuram,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1097,Mosque,Duggiralla,Duggiralla,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT1099,Mosque,Duggiralla,Duggiralla,0,0,0,0,0,0,,,,,0,0,0,0,
GNGZT0873,Anjuman -E-Himayathul Islam,Mangalagiri,Mangalagiri,0,0,0,250000,20000,270000,"8608/173/29-07-2025, 8620/173/20-08-2025, 8628/173/08-10-2025","449/04/08/2025, 555/25-08-2025, 716/13-10-2025",250000,,250000,0,20000,20000,
