ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NLGZT0293,Syed Ahmed Baba Lal Dargah,Nellore,Nellore,,,Shops / Rooms,72000,20615,92615,7518/151/24-07-2025,488/11/08/2025,72000,,72000,0,20615,20615,
NLGZT0224,Shukriya Mosque,Venkatachalam,Kasmur,, ,Shops,5160,20160,25320,7512/151/22-07-2025,488/11/08/2025,5160,15000,20160,0,5160,5160,
NLGZT0172,Ashroo Khana converted to ahmed  Masjid (Markas),Nellore,Nellore,,,0,32240,18060,50300,7520/151/29-07-2025,491/11-08/2025,32240,,32240,0,18060,18060,
NLNGP0001,Hzt Nagur Khadar Vali Jhanda,Kandukur,Kandukur ,,,Shops,0,13000,13000,7504/151/03-05-2025,211/27-05-2025,,13000,13000,0,0,0,
NLGZT0030,Jamia Mosque,Atmakur,Atmakur,,,Shops,0,12005,12005,,,,,0,0,12005,12005,
NLGZT0146,Masjid ahmied ,Kovur,Padugupad,,,Shops,0,11000,11000,7509/151/19-05-2025,211/27-05-2025,,11000,11000,0,0,0,
NLGZT0141,Dargah Gudum Sha Vali,Kovvur,Padugupad,,,74.9,0,9300,9300,,,,,0,0,9300,9300,
NLGZT0226,"Mahaboobia Mosque, Takia Metta",Nellore,Nellore,, ,Shops,0,8300,8300,,,,,0,0,8300,8300,
,Khaja Maidan ,AS Peta,AS Peta,,,,0,8000,8000,,,,,0,0,8000,8000,
NLGZT0002,Mosque,Atmakur,Atmakur,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0004,Ashoorkhana,Podlakur,Devarapalli,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0006,Ashoorkhana,Chejerla,,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0011,Mosque,Chejerla,Timmayapalem,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0014,Mosque,A.S.Peta,Srikolanu,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0015,Ashoorkhana,Chejerla,,,,0.25,0,0,0,,,,,0,0,0,0,
NLGZT0016,Ashoorkhana,A.S.Peta,A.S.Peta,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0018,Ashoorkhana,Anantasagaram,Katchiri Devarayapali,,,1.75,0,0,0,,,,,0,0,0,0,
NLGZT0019,Ashoorkhana,Anantasagaram,Puttapale,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0020,Ashoorkhana,Anantasagaram,Puttapale,,,1.05,0,0,0,,,,,0,0,0,0,
NLGZT0021,Ashoorkhana,A.S.Peta,Guniparlapad,,,0.23,0,0,0,,,,,0,0,0,0,
NLGZT0022,Ashoorkhana,A.S.Peta,Chiramana,,,7.44,0,0,0,,,,,0,0,0,0,
NLGZT0023,Takiya,A.S.Peta,Gunnuparlapad,,,0.36,0,0,0,,,,,0,0,0,0,
NLGZT0024,Ashoorkhana,Atmakur,Mabimallur,,,0,0,0,0,,,,,0,0,0,0,
