ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
TPGZT3001,Ashoorkhana,Udyamanikam Village,Yerravaripalem Mandal,,,2.92,0,0,0,,,,,,0,0,0,No Income
TPGZT3014,Mosque (Jamia Masjid),Chinnagottigallu Village,Chinnagottigallu Mandal,,,7.61,6000,3000,9000,,,,,,6000,3000,9000,
TPGZT3016,Ashoorkhana,Chintakunta,Yerravaripalem Mandal,,,1.53,0,0,0,,,,,,0,0,0,No Income
TPROW0001,Grave Yard,M.R.Palli Village,Tirupati Rural,,,3.34,0,0,0,,,,,,0,0,0,Land Encroachment
TPROW0002,Katarla Ashoorkhana,Sri Kalahasti  Town,Sri Kalahasti Mandal,,,,3100,4100,7200,8121/163/29-07-2025,455/05/08/2025,,1000,1000,3100,3100,6200,Land under encrochment
TPROW0003,Suhbani Chilla Hazrath Mahaboob Subhani ,Sri Kalahasti  Town,Sri Kalahasti Mandal,,,,0,7100,7100,8120/163/29-07-2025,454/05/08/2025,,7100,7100,0,0,0,
TPROW0004,Hzt Mahabu Subhani Chilla ,Sri Kalahasti  Town,Sri Kalahasti  Town,,,,14000,7000,21000,,,,,,14000,7000,21000,the M/C has payment of waqf fund as per Board Notice up to 2022-2023 arrears complited 
TPWBU0001,Masjid-e-Noor,Naidupeta,Naidupeta,,,Shops,28020,11340,39360,,,,,,28020,11340,39360,"Total extent is under encroachment, details are yet to be received from Revenue Authorities"
TPWBU0002,Satharia Ahale Sunnatul Jamath Masjid,Satyavedu Village,Satyavedu Mandal,,,Shops,7000,7000,14000,,,,,,7000,7000,14000,
TPWBU0003,Burail Ground,Nagalapuram,Nagalapuram,,,,5000,5000,10000,,,,,,5000,5000,10000,
TPWBU0004,Gousiya Masjid,Bhakarapeta,Chinnagottigallu Mandal,,,,2000,2000,4000,,,,,0,2000,2000,4000,
TPWBU0005,Madeena Masjid,Annamedu,Tirupati,,,,1000,1000,2000,,,,,,1000,1000,2000,
TPWBU0006,Dargah Hazrath Ameer Shavali,Naidupeta,Naidupeta,,,,0,0,0,,,,,,0,0,0,
TPWBU0007,Ameer Shavali Masjid,Naidupeta,Naidupeta,,,,0,0,0,,,,,,0,0,0,
TPWBU0008,Dargah Hzt Hussain Ainul Haq Sha Quadri,"Rangampet Village, ",Chandragiri Mandal. ,,,,14200,7100,21300,,,,,,14200,7100,21300,Waqf Fund Rs.700/- fixed as Current Year no income
TPWBU0009,Masjid-e-Mubarak ,Pichatur ,Pichatur ,,,,3528,3528,7056,,,,,,3528,3528,7056,
TPWBU0010,Dargah Hzt Jumleper,Sri Kalahasti Town,Sri Kalahasti Mandal,,,,0,0,0,,,,,,0,0,0,
TPWBU0011,Dargah Hzt Moulalai (Rh),Anjemedu (V),Yerpedu (M),,,,7100,7100,14200,8122/163/29-07-2025,456/05/08/2025,7100,,7100,0,7100,7100,the M/c has payment of waqf fund as per Board Notice up to 2022-2023 arrears complited 
